"Code","Severity","Description","User Severity","rpt msg","solution"
"MV-396","Info","NAME
       MV-396 (information) Connecting to %s pins in automatic mode.

DESCRIPTION
       This message indicates whether automatic mode of connect_pg_net command
       will make connections to PG, tie-off or both pin types.

WHAT NEXT
       This message is informational. No action is required.

SEE ALSO
       connect_pg_net(2) mv.pg.connect_pg_net_auto_mode_include_tie(n)","","Information: Connecting to PG and tie pins in automatic mode. (MV-396) (MSG-3032)",""
"NDM-102","Warning","NAME
       NDM-102  (warning)  Technology  '%s'  used  for  frame-view creation in
       library '%s', is inconsistent  with  the  current  technology  '%s'  of
       library  '%s'.  Please  run derive_design_level_via_regions to generate
       up-do-date via region in the design library.

DESCRIPTION
       The technology of the reference library is inconsistent with technology
       of  the  design library. Need to run derive_design_level_via_regions to
       generate up-do-date via region in the design library.

WHAT NEXT
       Update the library with consistent technology and  try  again.  Or  run
       derive_design_level_via_regions  to  generate  up-do-date via region in
       the design library.

SEE ALSO
       create_lib(2)
       open_lib(2)
       read_tech_file(2)
       derive_design_level_via_regions(2)","","Warning: Technology 'saed32nm_1p9m_mw.tf' used for frame-view creation in library 'sram2rw16x4_tt1p_v125c', is inconsistent with the current technology 'saed32nm_1p9m_mw.tf' of library 'bit_coin.nlib'. Please run derive_design_level_via_regions to generate up-do-date via region in the design library. (NDM-102) (MSG-3032)",""
"NEX-014","Info","NAME
       NEX-014 (info) %s with %i threads

DESCRIPTION
       Extraction uses multi thread technology to speed up. This message tells
       current specified step will run with how many num of threads.

WHAT NEXT
       Check extraction elapsed run time improvement.","","Information: GPD output -mt with 16 threads (NEX-014) (MSG-3032)",""
"NEX-015","Info","NAME
       NEX-015 (info) %s takes %2.2f seconds, elapse %2.2f seconds

DESCRIPTION
       This  is infomation message to tell run time usage of specified extrac-
       tion step, it will print out cpu time and elapsed times

WHAT NEXT
       n/a","","Information: batch extract takes 0.00 seconds, elapse 0.00 seconds (NEX-015) (MSG-3032)",""
"NEX-020","Warning","NAME
       NEX-020  (warning)   Net '%s' is exceeding threshold (over %d pins) and
       will be skipped.

DESCRIPTION
       This net has a very large number of pins so it will not  be  extracted.
       This  net was probably not meant to be detail routed.  There will be no
       parasitics and no back-annotated delay computed for this  net.   Timing
       analysis  will  use  the wire load model with the high fanout threshold
       assumptions.  The current default for the max number of pins  is  1000.
       You can use the option extract.high_fanout_threshold to adjust it.

WHAT NEXT
       Buffer this net and detail route it to be able to extract it.

SEE ALSO
       reg_extract_design(2)","","Net '%s' is exceeding threshold (over %d pins) and will be skipped. (MSG-3032)",""
"NEX-022","Info","NAME
       NEX-022 (information) The RC mode used is %s.

DESCRIPTION
       This message advises you of the RC model that the tool will use to com-
       pute
        RC value.

       The valid RC modes and their descriptions  are  shown  below,  starting
       with  the highest priority and ending with the lowest priority based on
       design route status.

     o  DR(detail routed), if 60% of all nets are detail routed

     o  GR(global routed), if 60% of all nets are global or detail routed

     o  CTO(clock routed), if 1 or more nets are global or detail routed

     o  VR(virtual routed), can be done with/without routed net  depending  on
       timer's control

     o   RDE(route  driven  estimation),  can  be done with/without routed net
       depending on timer's control. Estimation is  done  thru  captured  data
       learned from routing.","","Information: The RC mode used is DR for design 'bit_coin'. (NEX-022) (MSG-3032)",""
"NEX-024","Info","NAME
       NEX-024  (info)  Design  %s  has  %i  nets, %i global routed, %i detail
       routed.

DESCRIPTION
       Message about route status, which will decide extraction mode.

WHAT NEXT
       NEX-022 will be issued based on the ratio of routed/totalNets.","","Information: Design bit_coin has 208546 nets, 0 global routed, 208541 detail routed. (NEX-024) (MSG-3032)",""
"NEX-028","Info","NAME
       NEX-028 (info) %i nets are successfully extracted.

DESCRIPTION
       Message about extraction status, extracted means the net has content in
       rcCache.

WHAT NEXT
       Timer/SPEF output can use RC in rcCache.","","Information: 208538 nets are successfully extracted. (NEX-028) (MSG-3032)",""
"NEX-029","Info","NAME
       NEX-029 (info) coupling capacitance is created explicitly.

DESCRIPTION
       Message about coupling capacitance is extracted.

WHAT NEXT
       Timer SI can work with coupling capacitance.","","Information: coupling capacitance is created explicitly. (NEX-029) (MSG-3032)",""
"NEX-055","Warning","NAME
       NEX-055 (warning) starrc_extract_rc: %s.

DESCRIPTION
       This  message advises you of the warning in starrc_extract_rc when run-
       ning StarRCInDesign or PT ECO fusion.

WHAT NEXT
        Invoke 'set_starrc_in_design'","","Warning: starrc_extract_rc:  need to use newer starRC version than version 0.0 to run with ICC2 version W-2024.09-SP3. The recommended StarRC version is 2024.9. (NEX-055) (MSG-3032)",""
"PDC-003","Warning","NAME
       PDC-003 (Warning) Routing direction of metal layer %s is neither ""hori-
       zontal"" nor ""vertical"".  PDC checks  will  not  be  performed  on  this
       layer.

DESCRIPTION
       This  warning  message indicates that no routing direction has been set
       on the metal layer.  This may result in DRC violations due  to  illegal
       placement.

WHAT NEXT
       set_attribute  [get_layer <layer>] routing_direction <horizontal/verti-
       cal>","","Warning: Routing direction of metal layer PO is neither ""horizontal"" nor ""vertical"".  PDC checks will not be performed on this layer. (PDC-003) (MSG-3032)",""
"POW-005","Info","NAME
       POW-005  (information) Activity for scenario %s was cached, no propaga-
       tion required.

DESCRIPTION
       Switching activity for  a  scenario  was  already  calculated  earlier.
       Therefore switching activity information will not be re-calculated.

WHAT NEXT
       No action is required.","","Information: Activity for scenario FUNC_0.85V_SETUP was cached, no propagation required. (POW-005) (MSG-3032)",""
"POW-009","Warning","NAME
       POW-009 (warning) Power analysis is disabled %s as leakage/swcap/inter-
       nal   mode   power   app   options   can   be    off    and/or    leak-
       age_power/dynamic_power scenario flags are set to false.

DESCRIPTION
       This  message  occurs  when  the  scenario power flags are false and/or
       leakage/swcap/internal app options are 'off'.

WHAT NEXT
       Set the required power analysis app option to 'on' and enable the  sce-
       nario power flags.

SEE ALSO
       report_power(2)
       report_scenarios(2)
       power.leakage_mode(3)
       power.swcap_mode(3)
       power.internal_mode(3)","","Warning: Power analysis is disabled for scenario 'FUNC_0.85V_HOLD' as leakage/swcap/internal mode power app options can be off and/or leakage_power/dynamic_power scenario flags are set to false. (POW-009) (MSG-3032)",""
"POW-024","Info","NAME
       POW-024 (information) Doing activity propagation for mode '%s' and cor-
       ner '%s' with effort level '%s'.

DESCRIPTION
       Specifies that activity propagation is being done for a given mode  and
       corner.

WHAT NEXT
       Activity propagation should proceed for a valid combination of mode and
       corner.","","Information: Doing activity propagation for mode 'FUNC_085' and corner 'FUNC_0.85V_SETUP' with effort level 'medium'. (POW-024) (MSG-3032)",""
"POW-046","Warning","NAME
       POW-046 (warning) Power table extrapolation (%s mode) for port %s on %s
       for parameter %s. Lowest table value = %f, highest table  value  =  %f,
       value = %f

DESCRIPTION
       This  message  is  given  when a parameter during power table access is
       outside of the table range. Based on the mode, it will be  extrapolated
       or clipped to the range.

WHAT NEXT
       The  extrapolation mode can be set by app option power.table_extrapola-
       tion

SEE ALSO
       report_power(2)","","Warning: Power table extrapolation (extrapolation mode) for port SLEEPOUT on cell piso_secure_0/headerfooter_snps_PD_PISO_SECURE__SW_PISO_SECURE_snps_HEAD2X16_HVT_R293_C0_10 for parameter Cout. Lowest table value = 0.000100, highest table value = 0.008000, value = 0.030777 (POW-046) (MSG-3032)",""
"POW-052","Info","NAME
       POW-052 (information) Timer-derived activity data is cached on scenario
       %s

DESCRIPTION
       Timer-derived activity informations been calculated and cached for  the
       given scenario.  It will be invalidated and re-calculated automatically
       on demand.

WHAT NEXT
       No action required.","","Information: Timer-derived activity data is cached on scenario FUNC_0.85V_SETUP (POW-052) (MSG-3032)",""
"PVT-020","Warning","NAME
       PVT-020 (warning) Mismatched voltage in corner %s.

DESCRIPTION
       This message is issued when a specified voltage value for some cells in
       a particular corner does not match any of the voltages supported by the
       cells' library.  Additional information will be printed identifying the
       relevant cell library, the number of affected cells,  and  the  voltage
       that will actually be used for timing analysis.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       library.  Review the constraints for missing or  incorrect  set_voltage
       commands.   Review  the  UPF data for an incorrect or incomplete supply
       net configuration.","","Warning: Mismatched voltage in corner FUNC_0.85V_HOLD. (PVT-020) (MSG-3032)",""
"PVT-022","Warning","NAME
       PVT-022 (warning) Mismatched process number in corner %s.

DESCRIPTION
       This message is issued when the specified process number for some cells
       in a particular corner does not match any of the process  numbers  sup-
       ported  by  the cells' library.  Additional information will be printed
       identifying the relevant cell library, the number  of  affected  cells,
       and the process number that will actually be used for timing analysis.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       library.    Review   the   constraints   for   missing   or   incorrect
       set_process_number  commands.   Review  the  constraints for missing or
       incorrect set_operating_conditions commands.","","Warning: Mismatched process number in corner FUNC_0.85V_HOLD. (PVT-022) (MSG-3032)",""
"PVT-030","Warning","NAME
       PVT-030  (warning)  Corner %s:  %d process number, %d process label, %d
       voltage, and %d temperature mismatches.

DESCRIPTION
       This message is issued when there are mismatches between the  specified
       and  effective values of the process number, process label, voltage, or
       temperature  operating  conditions  of  a   particular   corner.    The
       report_pvt  command will print information and warnings identifying the
       mismatched values, the relevant cell libraries, the number of  affected
       cells, and the operating conditions that will actually be used for tim-
       ing analysis.

WHAT NEXT
       Review the P/V/T operating conditions supported by  the  relevant  cell
       libraries.   Review  whether  specified  P/V/T  is missing some library
       cells.  Review the constraints for missing  or  incorrect  set_voltage,
       set_temperature,  set_process_number, set_process_label, or set_operat-
       ing_conditions commands.  Review the  UPF  data  for  an  incorrect  or
       incomplete  supply net configuration.  The report_pvt command will give
       more information about this situation.","","Warning: Corner FUNC_0.85V_HOLD:  12 process number, 0 process label, 17 voltage, and 0 temperature mismatches. (PVT-030) (MSG-3032)",""
"PVT-031","Warning","NAME
       PVT-031 (warning)  %d cells affected for early, %d for late.

DESCRIPTION
       This  message is issued when there are mismatches between the specified
       and effective values of the process number, process label, voltage,  or
       temperature  operating conditions of a particular corner.  It describes
       the number of cells affected by the mismatched PVT values.  It will  be
       preceded by a PVT-030 warning, which lists the number of mismatches.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       libraries.  Review the constraints for missing or  incorrect  set_volt-
       age,   set_temperature,   set_process_number,   set_process_label,   or
       set_operating_conditions commands.  Review the UPF data for  an  incor-
       rect  or  incomplete  supply net configuration.  The report_pvt command
       will give more information about this situation.","","Warning: 106293 cells affected for early, 106293 for late. (PVT-031) (MSG-3032)",""
"PVT-033","Warning","NAME
       PVT-033 (warning) %d voltage and %d temperature extrapolations.

DESCRIPTION
       This  message  is issued when voltage or temperature scaling is happen-
       ing, and the specified voltage or temperature values for some  part  of
       the  design  are  outside the ranges supported by a cell library.  This
       situation can degrate the accuracy of the timer's delay and slew calcu-
       lations.

WHAT NEXT
       Review  the  V/T  operating  conditions  supported by the relevant cell
       libraries.  Review the constraints for missing or  incorrect  set_volt-
       age, set_temperature, or set_operating_conditions commands.  Review the
       UPF data for an incorrect or incomplete supply net configuration.   The
       report_pvt command will give more information about this situation.","","Warning: 1 voltage and 0 temperature extrapolations. (PVT-033) (MSG-3032)",""
"PVT-034","Warning","NAME
       PVT-034  (warning)   %d  port  driving_cells affected for early, %d for
       late.

DESCRIPTION
       This message is issued when there are mismatches between the  specified
       and  effective values of the process number, process label, voltage, or
       temperature operating conditions of a particular corner.  It  describes
       the number of port driving_cells affected by the mismatched PVT values.
       It will be preceded by a PVT-030 warning, which  lists  the  number  of
       mismatches.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       libraries.  Review the constraints for missing or  incorrect  set_volt-
       age,   set_temperature,   set_process_number,   set_process_label,   or
       set_operating_conditions commands applied to the port or the top  level
       of the design.  The report_pvt command will give more information about
       this situation for a particular port.","","Warning: 0 port driving_cells affected for early, 0 for late. (PVT-034) (MSG-3032)",""
"RSTR-1101","Info","","","Information: -source options for report_dont_touch command is only support when objects are specified (RSTR-1101) (MSG-3032)",""
