Code,Severity,Description,User Severity,rpt msg,solution
NEX-020,Warning,"NAME
       NEX-020  (warning)   Net '%s' is exceeding threshold (over %d pins) and
       will be skipped.

DESCRIPTION
       This net has a very large number of pins so it will not  be  extracted.
       This  net was probably not meant to be detail routed.  There will be no
       parasitics and no back-annotated delay computed for this  net.   Timing
       analysis  will  use  the wire load model with the high fanout threshold
       assumptions.  The current default for the max number of pins  is  1000.
       You can use the option extract.high_fanout_threshold to adjust it.

WHAT NEXT
       Buffer this net and detail route it to be able to extract it.

SEE ALSO
       reg_extract_design(2)",[fill severity],Net '%s' is exceeding threshold (over %d pins) and will be skipped. (MSG-3032),[fill solution]
PDC-003,Warning,"NAME
       PDC-003 (Warning) Routing direction of metal layer %s is neither ""hori-
       zontal"" nor ""vertical"".  PDC checks  will  not  be  performed  on  this
       layer.

DESCRIPTION
       This  warning  message indicates that no routing direction has been set
       on the metal layer.  This may result in DRC violations due  to  illegal
       placement.

WHAT NEXT
       set_attribute  [get_layer <layer>] routing_direction <horizontal/verti-
       cal>",[fill severity],"Warning: Routing direction of metal layer PO is neither ""horizontal"" nor ""vertical"".  PDC checks will not be performed on this layer. (PDC-003) (MSG-3032)",[fill solution]
POW-009,Warning,"NAME
       POW-009 (warning) Power analysis is disabled %s as leakage/swcap/inter-
       nal   mode   power   app   options   can   be    off    and/or    leak-
       age_power/dynamic_power scenario flags are set to false.

DESCRIPTION
       This  message  occurs  when  the  scenario power flags are false and/or
       leakage/swcap/internal app options are 'off'.

WHAT NEXT
       Set the required power analysis app option to 'on' and enable the  sce-
       nario power flags.

SEE ALSO
       report_power(2)
       report_scenarios(2)
       power.leakage_mode(3)
       power.swcap_mode(3)
       power.internal_mode(3)",[fill severity],Warning: Power analysis is disabled for scenario 'FUNC_0.85V_HOLD' as leakage/swcap/internal mode power app options can be off and/or leakage_power/dynamic_power scenario flags are set to false. (POW-009) (MSG-3032),[fill solution]
POW-046,Warning,"NAME
       POW-046 (warning) Power table extrapolation (%s mode) for port %s on %s
       for parameter %s. Lowest table value = %f, highest table  value  =  %f,
       value = %f

DESCRIPTION
       This  message  is  given  when a parameter during power table access is
       outside of the table range. Based on the mode, it will be  extrapolated
       or clipped to the range.

WHAT NEXT
       The  extrapolation mode can be set by app option power.table_extrapola-
       tion

SEE ALSO
       report_power(2)",[fill severity],"Power table extrapolation (%s mode) for port %s on %s for parameter %s. Lowest table value = %f, highest table value = %f, value = %f (MSG-3032)",[fill solution]
PVT-020,Warning,"NAME
       PVT-020 (warning) Mismatched voltage in corner %s.

DESCRIPTION
       This message is issued when a specified voltage value for some cells in
       a particular corner does not match any of the voltages supported by the
       cells' library.  Additional information will be printed identifying the
       relevant cell library, the number of affected cells,  and  the  voltage
       that will actually be used for timing analysis.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       library.  Review the constraints for missing or  incorrect  set_voltage
       commands.   Review  the  UPF data for an incorrect or incomplete supply
       net configuration.",[fill severity],Warning: Mismatched voltage in corner FUNC_0.85V_HOLD. (PVT-020) (MSG-3032),[fill solution]
PVT-022,Warning,"NAME
       PVT-022 (warning) Mismatched process number in corner %s.

DESCRIPTION
       This message is issued when the specified process number for some cells
       in a particular corner does not match any of the process  numbers  sup-
       ported  by  the cells' library.  Additional information will be printed
       identifying the relevant cell library, the number  of  affected  cells,
       and the process number that will actually be used for timing analysis.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       library.    Review   the   constraints   for   missing   or   incorrect
       set_process_number  commands.   Review  the  constraints for missing or
       incorrect set_operating_conditions commands.",[fill severity],Warning: Mismatched process number in corner FUNC_0.85V_HOLD. (PVT-022) (MSG-3032),[fill solution]
PVT-030,Warning,"NAME
       PVT-030  (warning)  Corner %s:  %d process number, %d process label, %d
       voltage, and %d temperature mismatches.

DESCRIPTION
       This message is issued when there are mismatches between the  specified
       and  effective values of the process number, process label, voltage, or
       temperature  operating  conditions  of  a   particular   corner.    The
       report_pvt  command will print information and warnings identifying the
       mismatched values, the relevant cell libraries, the number of  affected
       cells, and the operating conditions that will actually be used for tim-
       ing analysis.

WHAT NEXT
       Review the P/V/T operating conditions supported by  the  relevant  cell
       libraries.   Review  whether  specified  P/V/T  is missing some library
       cells.  Review the constraints for missing  or  incorrect  set_voltage,
       set_temperature,  set_process_number, set_process_label, or set_operat-
       ing_conditions commands.  Review the  UPF  data  for  an  incorrect  or
       incomplete  supply net configuration.  The report_pvt command will give
       more information about this situation.",[fill severity],"Warning: Corner FUNC_0.85V_HOLD:  4 process number, 0 process label, 9 voltage, and 0 temperature mismatches. (PVT-030) (MSG-3032)",[fill solution]
PVT-031,Warning,"NAME
       PVT-031 (warning)  %d cells affected for early, %d for late.

DESCRIPTION
       This  message is issued when there are mismatches between the specified
       and effective values of the process number, process label, voltage,  or
       temperature  operating conditions of a particular corner.  It describes
       the number of cells affected by the mismatched PVT values.  It will  be
       preceded by a PVT-030 warning, which lists the number of mismatches.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       libraries.  Review the constraints for missing or  incorrect  set_volt-
       age,   set_temperature,   set_process_number,   set_process_label,   or
       set_operating_conditions commands.  Review the UPF data for  an  incor-
       rect  or  incomplete  supply net configuration.  The report_pvt command
       will give more information about this situation.",[fill severity],"Warning: 102076 cells affected for early, 102076 for late. (PVT-031) (MSG-3032)",[fill solution]
PVT-034,Warning,"NAME
       PVT-034  (warning)   %d  port  driving_cells affected for early, %d for
       late.

DESCRIPTION
       This message is issued when there are mismatches between the  specified
       and  effective values of the process number, process label, voltage, or
       temperature operating conditions of a particular corner.  It  describes
       the number of port driving_cells affected by the mismatched PVT values.
       It will be preceded by a PVT-030 warning, which  lists  the  number  of
       mismatches.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       libraries.  Review the constraints for missing or  incorrect  set_volt-
       age,   set_temperature,   set_process_number,   set_process_label,   or
       set_operating_conditions commands applied to the port or the top  level
       of the design.  The report_pvt command will give more information about
       this situation for a particular port.",[fill severity],"Warning: 0 port driving_cells affected for early, 0 for late. (PVT-034) (MSG-3032)",[fill solution]
SEL-004,Warning,"NAME
       SEL-004 (warning) No %s objects matched '%s'

DESCRIPTION
       The  pattern which you specified did not match any objects of the class
       acceptable for this command.

WHAT NEXT
       Check the pattern to see if it is what you expected.",[fill severity],Warning: No cell objects matched 'route_opt__1_PTECO_HOLD_BUF16601' (SEL-004) (MSG-3032),[fill solution]
TIM-204,Warning,"NAME
       TIM-204  (Warning)  Advanced  receiver  model  has not been enabled for
       detailed routed design.

DESCRIPTION
       Advanced reciever model  has  not  been  enabled  for  detailed  routed
       design.   For  improving accuracy of delay calculation and to correlate
       with PrimeTime,  it  is  recommended  to  set  the  application  option
       'time.enable_ccs_rcv_cap' to true.

WHAT NEXT
       Enable time.enable_ccs_rcv_cap for signoff accurate delay calculation.",[fill severity],Advanced receiver model has not been enabled for detailed routed design. (MSG-3032),[fill solution]
TIM-207,Warning,"NAME
       TIM-207  (Warning)  Libraries  do not have CCS noise model for accurate
       waveform analysis in advanced waveform propagation mode.

DESCRIPTION
       When advanced waveform propagation analysis is enabled, it is  required
       that  the  stage driver cell has CCS noise model(s) for its timing arcs
       in  terms of  either  arc-based  or   pin-based   CCS  noise  model(s).
       When  such CCS noise model(s) are not present in the library,  analysis
       with  desired accuracy cannot be performed.

WHAT NEXT
       Fix the library to ensure that all library cell timing arcs have either
       arc-based or pin-based CCS noise models.

SEE ALSO
       time.delay_calc_waveform_analysis_mode (3)
       time.awp_compatibility_mode (3)",[fill severity],Warning: Libraries do not have CCS noise model for accurate waveform analysis in advanced waveform propagation mode. (TIM-207) (MSG-3032),[fill solution]
TIM-260,Warning,"NAME
       TIM-260  (Warning)  Library %s is pre-18.06 version %u.%u,  Correlation
       with Primetime can be low.

DESCRIPTION
       ICC2 Primetime delay calculation can work with reference library  built
       by  version  later  than  2018.06  only.  If reference library is built
       before 2018.06, delay calculation can have poor corrleation with Prime-
       time.

WHAT NEXT
       Rebuild  the  reference library with library manager version later than
       2018.06, or turn on library  configuration  app  option  lib.configura-
       tion.update_timing_view_for_pt_delay",[fill severity],"Library %s is pre-18.06 version %u.%u,  Correlation with Primetime can be low. (MSG-3032)",[fill solution]
UIC-058,Warning,"NAME
       UIC-058  (warning) Scenario %s is not configured for %s analysis: skip-
       ping.

DESCRIPTION
       The specified scenario has not been activated for setup or hold  analy-
       sis.   Because  of this, no setup or hold timing paths can be found for
       it.

WHAT NEXT
       If setup or hold analysis is deliberately being skipped for  this  sce-
       nario,  this  warning  can  be  ignored.   Otherwise,  use the set_sce-
       nario_status command to activate this scenario for setup or hold analy-
       sis.",[fill severity],Warning: Scenario FUNC_0.85V_HOLD is not configured for setup analysis: skipping. (UIC-058) (MSG-3032),[fill solution]
UIED-159,Error,"NAME
       UIED-159 (error) The net '%s' has dangling route.

DESCRIPTION
       The  net has dangling route. It will caused the incorrect buffer inser-
       tion behavior.

WHAT NEXT
       Please make sure the net has no dangling route.",[fill severity],Error: The net 'bit_secure_14_slice_2_sipo_bit/clock_opt_opto_HFSNET_0' has dangling route. (UIED-159) (MSG-3032),[fill solution]
UIED-180,Error,"NAME
       UIED-180 (error) Failed to add buffers

DESCRIPTION
       The command failed to add any buffers.

WHAT NEXT
       Review errors from the command, before this one to proceed.",[fill severity],Error: Failed to add buffers (UIED-180) (MSG-3032),[fill solution]
UIED-304,Error,"NAME
       UIED-304  (error)  Can't  find place to insert buffer by given location
       (%.4f, %.4f).

DESCRIPTION
       This error occurs when add_buffer_on_route can't find a route object to
       insert  buffer  on, within a region around the user given location. The
       region is specified by -max_distance_to_route.

SEE ALSO
       add_buffer_on_route(2)

WHAT NEXT
       You can re-assign the location (e.g. to be more close to the route) and
       try again.",[fill severity],"Error: Can't find place to insert buffer by given location (4063.5601, 1737.8840). (UIED-304) (MSG-3032)",[fill solution]
UIED-309,Error,"NAME
       UIED-309  (Error)  Add  buffer on route fail to get or process route of
       net %s

DESCRIPTION
       Could not get or process route of a net

WHAT NEXT
       Check whether the net is valid",[fill severity],Error: Add buffer on route fail to get or process route of net bit_secure_4_slice_13_t_din2piso[6] (UIED-309) (MSG-3032),[fill solution]
UIED-313,Warning,"NAME
       UIED-313 (Warning) Failed to add buffer on net %s

DESCRIPTION
       Could not add buffer with current parameters on the net

WHAT NEXT
       Run the command with different parameters",[fill severity],Warning: Failed to add buffer on net bit_secure_14_slice_2_sipo_bit/clock_opt_opto_HFSNET_0 (UIED-313) (MSG-3032),[fill solution]
UPF-236,Warning,"NAME
       UPF-236  (warning)  Crosstool  app  option  is set to true, UPF may not
       match Verilog or SPEF.

DESCRIPTION
       This    Warning    message    occurs    when     the     app     option
       mv.upf.write_crosstool_wrappers   is   set  to  true.  The  app  option
       mv.upf.write_crosstool_wrappers is needed for exporting UPF  for  tools
       that do not support the use of  power domain on instance (PDOI) in UPF.
       With the app option set to true, instances that are  PDOI  are  grouped
       under  derived  hierarchical  modules  to resolved compatibility issues
       with other tools. The derived hierarchies are only added  during  ASCII
       output and are not represented in the block. The ASCII outputs that are
       affected are Verilog and SPEC from write_verilog  and  write_parasitics
       commands.  The  app  option does not impact the output of save_upf com-
       mand. That means logical mismatches can  exist  between  the  UPF  from
       save_upf command and SPEF or Verilog netlist.

       To  write a compatible UPF that includes the hierarchical wrappers, use
       the write_verilog  command.  When  the  app  option  is  set  to  true,
       write_verilog  will write a Verilog netlist and a compatible UPF at the
       same time.  The UPF will have the same name as the  Verilog  file  with
       the added extension "".SNPS.upf"".

WHAT NEXT
       If   you   have  a  multi-voltage  design  and  are  allowing  physical
       feedthrough buffers (opt.common.allow_physical_feedthroughset is  true)
       to  be  added during optimization and CTS, then you should use the com-
       patible UPF created by the write_verilog command for  ASCII  import  to
       other tools.

       If  you  are not allowing any physical feedthrough buffers during opti-
       mization and CTS, you can ignore this warning or  set  the  app  option
       mv.upf.write_crosstool_wrappers to false to avoid this message.

SEE ALSO
       write_verilog(2)
       write_parasitics(2)
       save_upf(2)
       opt.common.allow_physical_feedthrough(3)
       mv.upf.write_crosstool_wrappers(3)",[fill severity],"Warning: Crosstool app option is set to true, UPF may not match Verilog or SPEF. (UPF-236) (MSG-3032)",[fill solution]
ZRT-022,Warning,"NAME
       ZRT-022 (warn) Cannot find a default contact code for layer %s.

DESCRIPTION
       This  warning  message  indicates  that  a default contact code was not
       found for the specified layer. This is most likely  due  to  a  missing
       default contact code definition in the technology file.

WHAT NEXT
       Add  a  default  contact code definition to the technology file. If the
       specified layer is a nonrouting layer, such as V0, you can ignore  this
       message.",[fill severity],Warning: Cannot find a default contact code for layer CO. (ZRT-022) (MSG-3032),[fill solution]
ZRT-027,Warning,"NAME
       ZRT-027 (warn) Ignore %d top cell ports with no pins.

DESCRIPTION
       This  warning  message indicates that the design's top cell has logical
       ports which have no physical shapes attached to them.  The router  will
       ignore such ports.

WHAT NEXT
       Please check the top cell and create physical shapes for those ports if
       needed.",[fill severity],Warning: Ignore 2 top cell ports with no pins. (ZRT-027) (MSG-3032),[fill solution]
ZRT-044,Warning,"NAME
       ZRT-044 (warn) Standard cell pin %s/%s has no valid via regions.

DESCRIPTION
       Via  regions  are  useful  in  avoiding  DRCs  in accessing pins and in
       accessing pins off the routing grid. It is defined  with  the  matching
       via specified by the contact code number.

WHAT NEXT
       Please  check  for  DRCs  in  accessing this pin, and check ZRT-038 for
       error in contact code number, and generate the via  regions  if  neces-
       sary.",[fill severity],Standard cell pin %s/%s has no valid via regions. (MSG-3032),[fill solution]
ZRT-101,Warning,"NAME
       ZRT-101 (warning) Power net %s has no power preroutes, skip tie-off.

DESCRIPTION
       Power  net  has no power preroutes. Tie-off will be turned off for this
       net.

WHAT NEXT
       Please add power preroutes.",[fill severity],"Warning: Power net sipo_sw_out has no power preroutes, skip tie-off. (ZRT-101) (MSG-3032)",[fill solution]
ZRT-142,Warning,"NAME
       ZRT-142 (warn) PG net %s has a %s shape with shape_use detail_route and
       it is too long. Long part of the  shape  is  located  at  (%.3f,  %.3f)
       (%.3f, %.3f). The shape's BBox is (%.3f, %.3f) (%.3f, %.3f).

DESCRIPTION
       In  general,  a  PG wire with shape_use detail_route is a tie-off wire.
       However, a very long PG wire could be  a  part  of  PG  mesh  or  rail.
       Please  review and correct the shape_use of the shape reported.  Please
       be noted, this check only detects suspicious ones, not all of them.

WHAT NEXT
       Review and correct the shape_use of the shape reported.

       The user could run check_routability -check_shield true to get a report
       of  shield  data issues.  The user could also use set_app_options -name
       route.common.check_shield -value true to enable shield data checker  in
       all Zroute commands.",[fill severity],"Warning: PG net piso_sw_out has a path shape with shape_use detail_route and it is too long. Long part of the shape is located at (125.212, 1303.668) (217.684, 1303.724). The shape's BBox is (125.212, 1303.668) (217.684, 1303.724). (ZRT-142) (MSG-3032)",[fill solution]
ZRT-143,Warning,"NAME
       ZRT-143  (warning)  Secondary  PG  net  %s has no power stripe, skip to
       route.

DESCRIPTION
       Secondary PG net has no power stripe to connect.

WHAT NEXT
       Please add power stripe.",[fill severity],"Secondary PG net %s has no power stripe, skip to route. (MSG-3032)",[fill solution]
ZRT-311,Warning,"NAME
       ZRT-311  (warning)  Skipping antenna analysis for net %s. The pin %s on
       cell %s does not have enough gate area information.

DESCRIPTION
       One or more input pins of this net do not have the  correct  gate  area
       values.  So antenna analysis will not be done for this net.

       Limit for number of ZRT-311 messages is set to 100 by default for read-
       ability of the log file. In order to print more or all the ZRT-311 mes-
       sages,  set  this  message  limit to a very large number using set_mes-
       sage_info command.

WHAT NEXT
       Check and set correct gate area for all the input pins of  the  net  on
       all the metal & cut layers.
        If gate area of some pins is not available, consider using app options
       route.detail.default_gate_size   and   route.detail.default_port_exter-
       nal_gate_size.  Value set for these options will be used for pins with-
       out gate area information during antenna analysis.

       If the gate area is unspecified but the diffusion area is specified for
       some  pins, and you want to use the diffusion area for antenna analysis
       for   such   pins,    then    set    app    option    route.detail.ana-
       lyze_antenna_for_pins_with_diffusion_area to true.",[fill severity],Warning: Skipping antenna analysis for net bit_secure_0_slice_2_pout2mem[10]. The pin I1[2] on cell SRAM2RW16x4 does not have enough gate area information. (ZRT-311) (MSG-3032),[fill solution]
ZRT-740,Warning,"NAME
       ZRT-740 (warning)  %s is unplaced.  This may impact routing result.

DESCRIPTION
       A port is unplaced.  This is atypical and may impact routing result.

WHAT NEXT
       If this is not expected, please fix the issue.",[fill severity],Warning: Port sipo_sw_out of cell bit_coin is unplaced.  This may impact routing result. (ZRT-740) (MSG-3032),[fill solution]
ZRT-825,Warning,"NAME
       ZRT-825  (Warning)  Pin or route connects to PG user_route (%.3f, %.3f,
       %.3f, %.3f) on layer (%s) is considered  as  tied.  Would  not  further
       check or build connectivity to tie to other PG pre-routes.

DESCRIPTION
       This  warning  is issued for possible incorrect usage of PG user_route.
       In router, pins or routes connect to PG user_routes are treated as con-
       nected  to  pre-routes. Router will not take them as opens or floatings
       which need further tie off connections.

WHAT NEXT
       Set the user_route to other shape_use if necessary.",[fill severity],"Pin or route connects to PG user_route (%.3f, %.3f, %.3f, %.3f) on layer (%s) is considered as tied. Would not further check or build connectivity to tie to other PG pre-routes.\n (MSG-3032)",[fill solution]
