"Code","Severity","Description","User Severity","rpt msg","solution"
"FLW-3502","Warning","","","Warning: The app option 'compile.flow.high_effort_timing' wi... (MSG-3032)",""
"PDC-003","Warning","NAME
       PDC-003 (Warning) Routing direction of metal layer %s is neither ""hori-
       zontal"" nor ""vertical"".  PDC checks  will  not  be  performed  on  this
       layer.

DESCRIPTION
       This  warning  message indicates that no routing direction has been set
       on the metal layer.  This may result in DRC violations due  to  illegal
       placement.

WHAT NEXT
       set_attribute  [get_layer <layer>] routing_direction <horizontal/verti-
       cal>","","Warning: Routing direction of metal layer PO is neither ""hor... (MSG-3032)",""
"DFT-1991","Warning","NAME
       DFT-1991  (warning)  SCANDEF  based  Optimization  skipped:  No SCANDEF
       chains found.

DESCRIPTION
       This message is issued when  SCANDEF  based  Optimization  (like  opti-
       mize_dft  or  similar commands) was attempted but no SCANDEF chain data
       was found. The SCANDEF chain data is basic for performing this kind  of
       optimizations.

WHAT NEXT
       Check  if  SCANDEF  data should be available, for example if insert_dft
       was previously executed succesfully, or if SCANDEF data has been loaded
       from setup using read_def command.

SEE ALSO
       insert_dft(2) optimize_dft(2) read_def(2)","","Warning: SCANDEF based Optimization skipped: No ScanDEF chai... (MSG-3032)",""
"FLW-2892","Warning","","","Warning: Restoring scoped app option 'ropt.lr_estimation_com... (MSG-3032)",""
"ZRT-511","Warning","NAME
       ZRT-511 (Warning) Cell contains tie connections which are not connected
       to real PG.

DESCRIPTION
       Cell contains some tie nets (tie_low or tie_high) which  are  not  con-
       nected to real PG. These nets will not contain route information unless
       they are realized with PG rail. To connect to PG rail,  users  need  to
       call ""connect_pg_net"" command.

       An example for query such a net is
        get_nets -hierarchical -filter net_type=~tie_low

WHAT NEXT
       Run ""connect_pg_net"".","","Warning: Cell contains tie connections which are not connect... (MSG-3032)",""
"ZRT-022","Warning","NAME
       ZRT-022 (warn) Cannot find a default contact code for layer %s.

DESCRIPTION
       This  warning  message  indicates  that  a default contact code was not
       found for the specified layer. This is most likely  due  to  a  missing
       default contact code definition in the technology file.

WHAT NEXT
       Add  a  default  contact code definition to the technology file. If the
       specified layer is a nonrouting layer, such as V0, you can ignore  this
       message.","","Warning: Cannot find a default contact code for layer CO. (Z... (MSG-3032)",""
"ZRT-740","Warning","NAME
       ZRT-740 (warning)  %s is unplaced.  This may impact routing result.

DESCRIPTION
       A port is unplaced.  This is atypical and may impact routing result.

WHAT NEXT
       If this is not expected, please fix the issue.","","Warning: Port sipo_sw_out of cell bit_coin is unplaced.  Thi... (MSG-3032)",""
"PVT-034","Warning","NAME
       PVT-034  (warning)   %d  port  driving_cells affected for early, %d for
       late.

DESCRIPTION
       This message is issued when there are mismatches between the  specified
       and  effective values of the process number, process label, voltage, or
       temperature operating conditions of a particular corner.  It  describes
       the number of port driving_cells affected by the mismatched PVT values.
       It will be preceded by a PVT-030 warning, which  lists  the  number  of
       mismatches.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       libraries.  Review the constraints for missing or  incorrect  set_volt-
       age,   set_temperature,   set_process_number,   set_process_label,   or
       set_operating_conditions commands applied to the port or the top  level
       of the design.  The report_pvt command will give more information about
       this situation for a particular port.","","Warning: 0 port driving_cells affected for early, 0 for late... (MSG-3032)",""
"PVT-031","Warning","NAME
       PVT-031 (warning)  %d cells affected for early, %d for late.

DESCRIPTION
       This  message is issued when there are mismatches between the specified
       and effective values of the process number, process label, voltage,  or
       temperature  operating conditions of a particular corner.  It describes
       the number of cells affected by the mismatched PVT values.  It will  be
       preceded by a PVT-030 warning, which lists the number of mismatches.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       libraries.  Review the constraints for missing or  incorrect  set_volt-
       age,   set_temperature,   set_process_number,   set_process_label,   or
       set_operating_conditions commands.  Review the UPF data for  an  incor-
       rect  or  incomplete  supply net configuration.  The report_pvt command
       will give more information about this situation.","","Warning: 92091 cells affected for early, 92091 for late. (PV... (MSG-3032)",""
"PVT-030","Warning","NAME
       PVT-030  (warning)  Corner %s:  %d process number, %d process label, %d
       voltage, and %d temperature mismatches.

DESCRIPTION
       This message is issued when there are mismatches between the  specified
       and  effective values of the process number, process label, voltage, or
       temperature  operating  conditions  of  a   particular   corner.    The
       report_pvt  command will print information and warnings identifying the
       mismatched values, the relevant cell libraries, the number of  affected
       cells, and the operating conditions that will actually be used for tim-
       ing analysis.

WHAT NEXT
       Review the P/V/T operating conditions supported by  the  relevant  cell
       libraries.   Review  whether  specified  P/V/T  is missing some library
       cells.  Review the constraints for missing  or  incorrect  set_voltage,
       set_temperature,  set_process_number, set_process_label, or set_operat-
       ing_conditions commands.  Review the  UPF  data  for  an  incorrect  or
       incomplete  supply net configuration.  The report_pvt command will give
       more information about this situation.","","Warning: Corner FUNC_0.85V_HOLD:  4 process number, 0 proces... (MSG-3032)",""
"OPT-069","Warning","NAME
       OPT-069 (warning) Skipping pin %s. Reason - %s.

DESCRIPTION
       Tie-cell insertion is skipped for a pin due to specified reason.

WHAT NEXT
       User can check whether the reason mentioned is reasonable.

       ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~","","Warning: Skipping pin piso_secure_0/headerfooter_snps_PD_PIS... (MSG-3032)",""
"ZRT-763","Warning","NAME
       ZRT-763  (warning)  Cell  %s  is placed overlapping with other cells at
       {{%.3f %.3f} {%.3f %.3f}}.

DESCRIPTION
       This warning message indicates that there are other  cells  overlapping
       with  this  cell.  This  is  a  roughly check for overlapped cell.  For
       detailed information, please run ""check_legality"".

WHAT NEXT
       Please make sure all the cells are placed legally  before  running  the
       router and run check_legality before running check_routability.","","Warning: Cell bit_secure_6/slice_25/sync_datafrommem/dut_syn... (MSG-3032)",""
"ZRT-027","Warning","NAME
       ZRT-027 (warn) Ignore %d top cell ports with no pins.

DESCRIPTION
       This  warning  message indicates that the design's top cell has logical
       ports which have no physical shapes attached to them.  The router  will
       ignore such ports.

WHAT NEXT
       Please check the top cell and create physical shapes for those ports if
       needed.","","Warning: Ignore 2 top cell ports with no pins. (ZRT-027)        (MSG-3032)",""
"OPT-035","Warning","NAME
       OPT-035  (warning)  Power  app  option  %s  has been deprecated. Please
       remove it from your script.

DESCRIPTION
       App options opt.power.mode and opt.power.effort have  been  deprecated.
       Please remove them from your script.

WHAT NEXT
       Switch  to  compile.flow.enable_power,  place_opt.flow.enable_power and
       clock_opt.flow.enable_power.

SEE ALSO
       set_qor_strategy(2)
       compile.flow.enable_power(3)
       place_opt.flow.enable_power(3)
       clock_opt.flow.enable_power(3)","","Warning: Power app option opt.power.effort has been deprecat... (MSG-3032)",""
"OPT-202","Warning","NAME
       OPT-202 (warning) No legal tie cell is available to drive '%s' pin.

DESCRIPTION
       There  is  no  tie  cell  in the library that is available for constant
       (1'b0 / 1'b1) fixing, given the constraints for the reported pin.  This
       could  be because of target library subset selection, power constraints
       etc.

WHAT NEXT
       Check and update power constraints or targer library subset constraints
       or provide the library with additional cells.","","Warning: No legal tie cell is available to drive 'piso_secur... (MSG-3032)",""
"FLW-3502","Warning","","","Warning: The app option 'compile.flow.high_effort_timing' wi... (MSG-3032)",""
"DFT-1991","Warning","NAME
       DFT-1991  (warning)  SCANDEF  based  Optimization  skipped:  No SCANDEF
       chains found.

DESCRIPTION
       This message is issued when  SCANDEF  based  Optimization  (like  opti-
       mize_dft  or  similar commands) was attempted but no SCANDEF chain data
       was found. The SCANDEF chain data is basic for performing this kind  of
       optimizations.

WHAT NEXT
       Check  if  SCANDEF  data should be available, for example if insert_dft
       was previously executed succesfully, or if SCANDEF data has been loaded
       from setup using read_def command.

SEE ALSO
       insert_dft(2) optimize_dft(2) read_def(2)","","Warning: SCANDEF based Optimization skipped: No ScanDEF chai... (MSG-3032)",""
"FLW-2892","Warning","","","Warning: Restoring scoped app option 'ropt.lr_estimation_com... (MSG-3032)",""
"ZRT-511","Warning","NAME
       ZRT-511 (Warning) Cell contains tie connections which are not connected
       to real PG.

DESCRIPTION
       Cell contains some tie nets (tie_low or tie_high) which  are  not  con-
       nected to real PG. These nets will not contain route information unless
       they are realized with PG rail. To connect to PG rail,  users  need  to
       call ""connect_pg_net"" command.

       An example for query such a net is
        get_nets -hierarchical -filter net_type=~tie_low

WHAT NEXT
       Run ""connect_pg_net"".","","Warning: Cell contains tie connections which are not connect... (MSG-3032)",""
"ZRT-022","Warning","NAME
       ZRT-022 (warn) Cannot find a default contact code for layer %s.

DESCRIPTION
       This  warning  message  indicates  that  a default contact code was not
       found for the specified layer. This is most likely  due  to  a  missing
       default contact code definition in the technology file.

WHAT NEXT
       Add  a  default  contact code definition to the technology file. If the
       specified layer is a nonrouting layer, such as V0, you can ignore  this
       message.","","Warning: Cannot find a default contact code for layer CO. (Z... (MSG-3032)",""
"ZRT-740","Warning","NAME
       ZRT-740 (warning)  %s is unplaced.  This may impact routing result.

DESCRIPTION
       A port is unplaced.  This is atypical and may impact routing result.

WHAT NEXT
       If this is not expected, please fix the issue.","","Warning: Port sipo_sw_out of cell bit_coin is unplaced.  Thi... (MSG-3032)",""
"PVT-034","Warning","NAME
       PVT-034  (warning)   %d  port  driving_cells affected for early, %d for
       late.

DESCRIPTION
       This message is issued when there are mismatches between the  specified
       and  effective values of the process number, process label, voltage, or
       temperature operating conditions of a particular corner.  It  describes
       the number of port driving_cells affected by the mismatched PVT values.
       It will be preceded by a PVT-030 warning, which  lists  the  number  of
       mismatches.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       libraries.  Review the constraints for missing or  incorrect  set_volt-
       age,   set_temperature,   set_process_number,   set_process_label,   or
       set_operating_conditions commands applied to the port or the top  level
       of the design.  The report_pvt command will give more information about
       this situation for a particular port.","","Warning: 0 port driving_cells affected for early, 0 for late... (MSG-3032)",""
"PVT-031","Warning","NAME
       PVT-031 (warning)  %d cells affected for early, %d for late.

DESCRIPTION
       This  message is issued when there are mismatches between the specified
       and effective values of the process number, process label, voltage,  or
       temperature  operating conditions of a particular corner.  It describes
       the number of cells affected by the mismatched PVT values.  It will  be
       preceded by a PVT-030 warning, which lists the number of mismatches.

WHAT NEXT
       Review  the  P/V/T  operating conditions supported by the relevant cell
       libraries.  Review the constraints for missing or  incorrect  set_volt-
       age,   set_temperature,   set_process_number,   set_process_label,   or
       set_operating_conditions commands.  Review the UPF data for  an  incor-
       rect  or  incomplete  supply net configuration.  The report_pvt command
       will give more information about this situation.","","Warning: 92091 cells affected for early, 92091 for late. (PV... (MSG-3032)",""
"PVT-030","Warning","NAME
       PVT-030  (warning)  Corner %s:  %d process number, %d process label, %d
       voltage, and %d temperature mismatches.

DESCRIPTION
       This message is issued when there are mismatches between the  specified
       and  effective values of the process number, process label, voltage, or
       temperature  operating  conditions  of  a   particular   corner.    The
       report_pvt  command will print information and warnings identifying the
       mismatched values, the relevant cell libraries, the number of  affected
       cells, and the operating conditions that will actually be used for tim-
       ing analysis.

WHAT NEXT
       Review the P/V/T operating conditions supported by  the  relevant  cell
       libraries.   Review  whether  specified  P/V/T  is missing some library
       cells.  Review the constraints for missing  or  incorrect  set_voltage,
       set_temperature,  set_process_number, set_process_label, or set_operat-
       ing_conditions commands.  Review the  UPF  data  for  an  incorrect  or
       incomplete  supply net configuration.  The report_pvt command will give
       more information about this situation.","","Warning: Corner FUNC_0.85V_HOLD:  4 process number, 0 proces... (MSG-3032)",""
"OPT-069","Warning","NAME
       OPT-069 (warning) Skipping pin %s. Reason - %s.

DESCRIPTION
       Tie-cell insertion is skipped for a pin due to specified reason.

WHAT NEXT
       User can check whether the reason mentioned is reasonable.

       ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~","","Warning: Skipping pin piso_secure_0/headerfooter_snps_PD_PIS... (MSG-3032)",""
"ZRT-763","Warning","NAME
       ZRT-763  (warning)  Cell  %s  is placed overlapping with other cells at
       {{%.3f %.3f} {%.3f %.3f}}.

DESCRIPTION
       This warning message indicates that there are other  cells  overlapping
       with  this  cell.  This  is  a  roughly check for overlapped cell.  For
       detailed information, please run ""check_legality"".

WHAT NEXT
       Please make sure all the cells are placed legally  before  running  the
       router and run check_legality before running check_routability.","","Warning: Cell bit_secure_6/slice_25/sync_datafrommem/dut_syn... (MSG-3032)",""
"ZRT-027","Warning","NAME
       ZRT-027 (warn) Ignore %d top cell ports with no pins.

DESCRIPTION
       This  warning  message indicates that the design's top cell has logical
       ports which have no physical shapes attached to them.  The router  will
       ignore such ports.

WHAT NEXT
       Please check the top cell and create physical shapes for those ports if
       needed.","","Warning: Ignore 2 top cell ports with no pins. (ZRT-027)        (MSG-3032)",""
"OPT-035","Warning","NAME
       OPT-035  (warning)  Power  app  option  %s  has been deprecated. Please
       remove it from your script.

DESCRIPTION
       App options opt.power.mode and opt.power.effort have  been  deprecated.
       Please remove them from your script.

WHAT NEXT
       Switch  to  compile.flow.enable_power,  place_opt.flow.enable_power and
       clock_opt.flow.enable_power.

SEE ALSO
       set_qor_strategy(2)
       compile.flow.enable_power(3)
       place_opt.flow.enable_power(3)
       clock_opt.flow.enable_power(3)","","Warning: Power app option opt.power.effort has been deprecat... (MSG-3032)",""
"OPT-202","Warning","NAME
       OPT-202 (warning) No legal tie cell is available to drive '%s' pin.

DESCRIPTION
       There  is  no  tie  cell  in the library that is available for constant
       (1'b0 / 1'b1) fixing, given the constraints for the reported pin.  This
       could  be because of target library subset selection, power constraints
       etc.

WHAT NEXT
       Check and update power constraints or targer library subset constraints
       or provide the library with additional cells.","","Warning: No legal tie cell is available to drive 'piso_secur... (MSG-3032)",""
"ZRT-511","Warning","NAME
       ZRT-511 (Warning) Cell contains tie connections which are not connected
       to real PG.

DESCRIPTION
       Cell contains some tie nets (tie_low or tie_high) which  are  not  con-
       nected to real PG. These nets will not contain route information unless
       they are realized with PG rail. To connect to PG rail,  users  need  to
       call ""connect_pg_net"" command.

       An example for query such a net is
        get_nets -hierarchical -filter net_type=~tie_low

WHAT NEXT
       Run ""connect_pg_net"".","","Warning: Cell contains tie connections which are not connect... (MSG-3032)",""
"ZRT-022","Warning","NAME
       ZRT-022 (warn) Cannot find a default contact code for layer %s.

DESCRIPTION
       This  warning  message  indicates  that  a default contact code was not
       found for the specified layer. This is most likely  due  to  a  missing
       default contact code definition in the technology file.

WHAT NEXT
       Add  a  default  contact code definition to the technology file. If the
       specified layer is a nonrouting layer, such as V0, you can ignore  this
       message.","","Warning: Cannot find a default contact code for layer CO. (Z... (MSG-3032)",""
"ZRT-740","Warning","NAME
       ZRT-740 (warning)  %s is unplaced.  This may impact routing result.

DESCRIPTION
       A port is unplaced.  This is atypical and may impact routing result.

WHAT NEXT
       If this is not expected, please fix the issue.","","Warning: Port sipo_sw_out of cell bit_coin is unplaced.  Thi... (MSG-3032)",""
"ZRT-763","Warning","NAME
       ZRT-763  (warning)  Cell  %s  is placed overlapping with other cells at
       {{%.3f %.3f} {%.3f %.3f}}.

DESCRIPTION
       This warning message indicates that there are other  cells  overlapping
       with  this  cell.  This  is  a  roughly check for overlapped cell.  For
       detailed information, please run ""check_legality"".

WHAT NEXT
       Please make sure all the cells are placed legally  before  running  the
       router and run check_legality before running check_routability.","","Warning: Cell compile_ZBUF_4_inst_194305 is placed overlappi... (MSG-3032)",""
"PDC-003","Warning","NAME
       PDC-003 (Warning) Routing direction of metal layer %s is neither ""hori-
       zontal"" nor ""vertical"".  PDC checks  will  not  be  performed  on  this
       layer.

DESCRIPTION
       This  warning  message indicates that no routing direction has been set
       on the metal layer.  This may result in DRC violations due  to  illegal
       placement.

WHAT NEXT
       set_attribute  [get_layer <layer>] routing_direction <horizontal/verti-
       cal>","","Warning: Routing direction of metal layer PO is neither ""hor... (MSG-3032)",""
"ZRT-027","Warning","NAME
       ZRT-027 (warn) Ignore %d top cell ports with no pins.

DESCRIPTION
       This  warning  message indicates that the design's top cell has logical
       ports which have no physical shapes attached to them.  The router  will
       ignore such ports.

WHAT NEXT
       Please check the top cell and create physical shapes for those ports if
       needed.","","Warning: Ignore 2 top cell ports with no pins. (ZRT-027)        (MSG-3032)",""
"OPT-202","Warning","NAME
       OPT-202 (warning) No legal tie cell is available to drive '%s' pin.

DESCRIPTION
       There  is  no  tie  cell  in the library that is available for constant
       (1'b0 / 1'b1) fixing, given the constraints for the reported pin.  This
       could  be because of target library subset selection, power constraints
       etc.

WHAT NEXT
       Check and update power constraints or targer library subset constraints
       or provide the library with additional cells.","","Warning: No legal tie cell is available to drive 'piso_secur... (MSG-3032)",""
"FLW-3502","Warning","","","Warning: The app option 'compile.flow.high_effort_timing' wi... (MSG-3032)",""
"ZRT-511","Warning","NAME
       ZRT-511 (Warning) Cell contains tie connections which are not connected
       to real PG.

DESCRIPTION
       Cell contains some tie nets (tie_low or tie_high) which  are  not  con-
       nected to real PG. These nets will not contain route information unless
       they are realized with PG rail. To connect to PG rail,  users  need  to
       call ""connect_pg_net"" command.

       An example for query such a net is
        get_nets -hierarchical -filter net_type=~tie_low

WHAT NEXT
       Run ""connect_pg_net"".","","Warning: Cell contains tie connections which are not connect... (MSG-3032)",""
"ZRT-022","Warning","NAME
       ZRT-022 (warn) Cannot find a default contact code for layer %s.

DESCRIPTION
       This  warning  message  indicates  that  a default contact code was not
       found for the specified layer. This is most likely  due  to  a  missing
       default contact code definition in the technology file.

WHAT NEXT
       Add  a  default  contact code definition to the technology file. If the
       specified layer is a nonrouting layer, such as V0, you can ignore  this
       message.","","Warning: Cannot find a default contact code for layer CO. (Z... (MSG-3032)",""
"TIM-207","Warning","NAME
       TIM-207  (Warning)  Libraries  do not have CCS noise model for accurate
       waveform analysis in advanced waveform propagation mode.

DESCRIPTION
       When advanced waveform propagation analysis is enabled, it is  required
       that  the  stage driver cell has CCS noise model(s) for its timing arcs
       in  terms of  either  arc-based  or   pin-based   CCS  noise  model(s).
       When  such CCS noise model(s) are not present in the library,  analysis
       with  desired accuracy cannot be performed.

WHAT NEXT
       Fix the library to ensure that all library cell timing arcs have either
       arc-based or pin-based CCS noise models.

SEE ALSO
       time.delay_calc_waveform_analysis_mode (3)
       time.awp_compatibility_mode (3)","","Warning: Libraries do not have CCS noise model for accurate ... (MSG-3032)",""
"ZRT-740","Warning","NAME
       ZRT-740 (warning)  %s is unplaced.  This may impact routing result.

DESCRIPTION
       A port is unplaced.  This is atypical and may impact routing result.

WHAT NEXT
       If this is not expected, please fix the issue.","","Warning: Port sipo_sw_out of cell bit_coin is unplaced.  Thi... (MSG-3032)",""
"ZRT-763","Warning","NAME
       ZRT-763  (warning)  Cell  %s  is placed overlapping with other cells at
       {{%.3f %.3f} {%.3f %.3f}}.

DESCRIPTION
       This warning message indicates that there are other  cells  overlapping
       with  this  cell.  This  is  a  roughly check for overlapped cell.  For
       detailed information, please run ""check_legality"".

WHAT NEXT
       Please make sure all the cells are placed legally  before  running  the
       router and run check_legality before running check_routability.","","Warning: Cell compile_ZBUF_4_inst_194305 is placed overlappi... (MSG-3032)",""
"PDC-003","Warning","NAME
       PDC-003 (Warning) Routing direction of metal layer %s is neither ""hori-
       zontal"" nor ""vertical"".  PDC checks  will  not  be  performed  on  this
       layer.

DESCRIPTION
       This  warning  message indicates that no routing direction has been set
       on the metal layer.  This may result in DRC violations due  to  illegal
       placement.

WHAT NEXT
       set_attribute  [get_layer <layer>] routing_direction <horizontal/verti-
       cal>","","Warning: Routing direction of metal layer PO is neither ""hor... (MSG-3032)",""
"ZRT-027","Warning","NAME
       ZRT-027 (warn) Ignore %d top cell ports with no pins.

DESCRIPTION
       This  warning  message indicates that the design's top cell has logical
       ports which have no physical shapes attached to them.  The router  will
       ignore such ports.

WHAT NEXT
       Please check the top cell and create physical shapes for those ports if
       needed.","","Warning: Ignore 2 top cell ports with no pins. (ZRT-027)        (MSG-3032)",""
"OPT-035","Warning","NAME
       OPT-035  (warning)  Power  app  option  %s  has been deprecated. Please
       remove it from your script.

DESCRIPTION
       App options opt.power.mode and opt.power.effort have  been  deprecated.
       Please remove them from your script.

WHAT NEXT
       Switch  to  compile.flow.enable_power,  place_opt.flow.enable_power and
       clock_opt.flow.enable_power.

SEE ALSO
       set_qor_strategy(2)
       compile.flow.enable_power(3)
       place_opt.flow.enable_power(3)
       clock_opt.flow.enable_power(3)","","Warning: Power app option opt.power.effort has been deprecat... (MSG-3032)",""
"OPT-202","Warning","NAME
       OPT-202 (warning) No legal tie cell is available to drive '%s' pin.

DESCRIPTION
       There  is  no  tie  cell  in the library that is available for constant
       (1'b0 / 1'b1) fixing, given the constraints for the reported pin.  This
       could  be because of target library subset selection, power constraints
       etc.

WHAT NEXT
       Check and update power constraints or targer library subset constraints
       or provide the library with additional cells.","","Warning: No legal tie cell is available to drive 'piso_secur... (MSG-3032)",""
"PDC-003","Warning","NAME
       PDC-003 (Warning) Routing direction of metal layer %s is neither ""hori-
       zontal"" nor ""vertical"".  PDC checks  will  not  be  performed  on  this
       layer.

DESCRIPTION
       This  warning  message indicates that no routing direction has been set
       on the metal layer.  This may result in DRC violations due  to  illegal
       placement.

WHAT NEXT
       set_attribute  [get_layer <layer>] routing_direction <horizontal/verti-
       cal>","","Warning: Routing direction of metal layer PO is neither ""hor... (MSG-3032)",""
"OPT-202","Warning","NAME
       OPT-202 (warning) No legal tie cell is available to drive '%s' pin.

DESCRIPTION
       There  is  no  tie  cell  in the library that is available for constant
       (1'b0 / 1'b1) fixing, given the constraints for the reported pin.  This
       could  be because of target library subset selection, power constraints
       etc.

WHAT NEXT
       Check and update power constraints or targer library subset constraints
       or provide the library with additional cells.","","Warning: No legal tie cell is available to drive 'piso_secur... (MSG-3032)",""
"FLW-3502","Warning","","","Warning: The app option 'compile.flow.high_effort_timing' wi... (MSG-3032)",""
"PDC-003","Warning","NAME
       PDC-003 (Warning) Routing direction of metal layer %s is neither ""hori-
       zontal"" nor ""vertical"".  PDC checks  will  not  be  performed  on  this
       layer.

DESCRIPTION
       This  warning  message indicates that no routing direction has been set
       on the metal layer.  This may result in DRC violations due  to  illegal
       placement.

WHAT NEXT
       set_attribute  [get_layer <layer>] routing_direction <horizontal/verti-
       cal>","","Warning: Routing direction of metal layer PO is neither ""hor... (MSG-3032)",""
"OPT-035","Warning","NAME
       OPT-035  (warning)  Power  app  option  %s  has been deprecated. Please
       remove it from your script.

DESCRIPTION
       App options opt.power.mode and opt.power.effort have  been  deprecated.
       Please remove them from your script.

WHAT NEXT
       Switch  to  compile.flow.enable_power,  place_opt.flow.enable_power and
       clock_opt.flow.enable_power.

SEE ALSO
       set_qor_strategy(2)
       compile.flow.enable_power(3)
       place_opt.flow.enable_power(3)
       clock_opt.flow.enable_power(3)","","Warning: Power app option opt.power.effort has been deprecat... (MSG-3032)",""
