"Code","Severity","Description","User Severity","rpt msg","solution"
"FILE-007","Info","NAME
       FILE-007 (information) Loading %s file '%s'

DESCRIPTION
       This  informational message shows the full path name and type of a file
       being read into the application.

WHAT NEXT
       Use the full path name to  help  understand  any  problems  encountered
       while reading the file.","","Information: Loading SDC version 2.1 file '/home/inf25/work/Bitcoin/testcase_done_script/bitcoin_assignment/work_area3_their_file_updated_fc_version_for_icv7/data/sdc/bit_coin.sdc' (FILE-007) (MSG-3032)",""
"FLW-8550","Info","","","Information: Design bit_coin elaboration summary: (FLW-8550) (MSG-3032)",""
"FLW-8551","Info","","","Information: Design summary end. (FLW-8551) (MSG-3032)",""
"FLW-8560","Info","","","Information: Non-default hdlin app options: (FLW-8560) (MSG-3032)",""
"FRAM-054","Warning","NAME
       FRAM-054  (warning)  Technology  used  to create frame-view and current
       technology have inconsistency: %s.

DESCRIPTION
       The reported part of the technology are inconsistent between the refer-
       ence library and the design library.

WHAT NEXT
       Update the library with consistent technology and try again.

SEE ALSO
       create_lib(2)
       open_lib(2)
       read_tech_file(2)","","Warning: Technology used to create frame-view and current technology have inconsistency: Fat table contents are different. (FRAM-054) (MSG-3032)",""
"LGL-031","Warning","NAME
       LGL-031  (warning) Site master ""%s"" has neither X-Symmetry nor Y-Symme-
       try. The ""legal orientations"" for the standard cells will be limited.

DESCRIPTION
       This message is indicating that the legalization has detected that  the
       above  site master has neither X-Symmetry nor Y-Symmetry.  For a normal
       design, usually, the site master may have either  ""X-Symmetry""  or  ""Y-
       Symmetry"".

       If a site master does not have either of ""X-Symmetry"" and ""Y-Symmetry"",
       the standard cells will have limited  legal  orientations  because  the
       standard cells will not be allowed to flip within the site rows.

WHAT NEXT
       Please  double-check  the  design and library setting and make sure the
       setting is correct.","","Warning: Site master ""unit"" has neither X-Symmetry nor Y-Symmetry. The ""legal orientations"" for the standard cells will be limited. (LGL-031) (MSG-3032)",""
"LNK-031","Info","NAME
       LNK-031 (information) Skipping module '%s', using frozen block '%s'.

DESCRIPTION
       This  message  tells  you  that  a stub module in the Verilog source is
       being skipped and the 'frozen' version of the block is being used  from
       the  reference  library list.  A block is considered frozen if it has a
       FRAME view.  This action only occurs during the initial link  of  newly
       read Verilog.

       If  the  app  option  link.prefer_frame  is  set to true, then 'frozen'
       blocks (that is, blocks with a FRAME view) are preferred  over  Verilog
       modules.   If  the app option is set to false, then Verilog modules are
       preferred over 'frozen' blocks.

       When a 'frozen' block is used, the linker uses the view switch list  to
       decide  which  view of that block to link to.  This can be changed with
       the set_view_switch_list command.  Individual instances can be  changed
       to  reference a different view with the change_abstract, change_view or
       set_reference commands.

       The number of skipped module messages displayed for each block is  con-
       trolled  by  the  app option link.reference_limit.  Additional messages
       are suppressed.  When a block has skipped modules, a  message  is  dis-
       played giving the number of modules skipped for each block.

WHAT NEXT
       No action is required.  This is just information only.

       To  see  more  skipped  module messages, set the app option link.refer-
       ence_limit to a larger number,  re-read  the  verilog  and  relink  the
       block.

         prompt> set_app_options -global { link.reference_limit 99999 }
         prompt> read_verilog ...
         prompt> link_block

       To  see  the  names  of  all  the modules being suppressed, set the app
       option link.reference_limit to -1, re-read the verilog and  relink  the
       block.

         prompt> set_app_options -global { link.reference_limit -1 }
         prompt> read_verilog ...
         prompt> link_block

       To  not  prefer  a  specific  block over the Verilog module, remove the
       library containing that block from the reference library list.

         prompt> set_ref_libs -remove frozen_blocks.nlib

       To remove the 'frozen' state from a specific block,  remove  the  FRAME
       view of that block.

         prompt> remove_blocks -force myLib:myBlock.frame

       To  always  prefer  Verilog  modules  over  'frozen'  blocks,  set  the
       link.prefer_frame app option to false.

         prompt> set_app_options -global { link.prefer_frame false }

SEE ALSO
       change_abstract(2)
       change_view(2)
       get_view_switch_list(2)
       link_block(2)
       link_options(3)
       read_verilog(2)
       remove_blocks(2)
       set_app_options(2)
       set_reference(2)
       set_view_switch_list(2)","","Information: Skipping module 'SRAM2RW16x4', using frozen block 'sram2rw16x4_tt1p_v125c:SRAM2RW16x4'. (LNK-031) (MSG-3032)",""
"LNK-032","Info","NAME
       LNK-032 (information) Skipped %d modules from block '%s'.

DESCRIPTION
       This  message  tells  you  that stub modules in the Verilog source have
       been skipped and the 'frozen' versions of those blocks are  being  used
       from  the  reference  library list.  A block is considered frozen if it
       has a FRAME view.  This action only occurs during the initial  link  of
       newly read Verilog.

       If  the  app  option  link.prefer_frame  is  set to true, then 'frozen'
       blocks (that is, blocks with a FRAME view) are preferred  over  Verilog
       modules.   If  the app option is set to false, then Verilog modules are
       preferred over 'frozen' blocks.

       When a 'frozen' block is used, the linker uses the view switch list  to
       decide  which  view of that block to link to.  This can be changed with
       the set_view_switch_list command.  Individual instances can be  changed
       to  reference a different view with the change_abstract, change_view or
       set_reference commands.

       The number of skipped module messages displayed for each block is  con-
       trolled  by  the  app option link.reference_limit.  Additional messages
       are suppressed.  When a block has skipped modules, a  message  is  dis-
       played giving the number of modules skipped for each block.

WHAT NEXT
       No action is required. This is just information only.

       To  see  more  skipped  module messages, set the app option link.refer-
       ence_limit to a larger number,  re-read  the  verilog  and  relink  the
       block.

         prompt> set_app_options -global { link.reference_limit 99999 }
         prompt> read_verilog ...
         prompt> link_block

       To  see  the  names  of  all  the modules being suppressed, set the app
       option link.reference_limit to -1, re-read the verilog and  relink  the
       block.

         prompt> set_app_options -global { link.reference_limit -1 }
         prompt> read_verilog ...
         prompt> link_block

       See the manual page for LNK-031 for information on how to control which
       blocks are considered 'frozen'.

         prompt> man LNK-031

       To  always  prefer  Verilog  modules  over  'frozen'  blocks,  set  the
       link.prefer_frame app option to false.

         prompt> set_app_options -global { link.prefer_frame false }

SEE ALSO
       change_abstract(2)
       change_view(2)
       get_view_switch_list(2)
       link_block(2)
       link_options(3)
       read_verilog(2)
       set_app_options(2)
       set_reference(2)
       set_view_switch_list(2)","","Information: Skipped 1 modules from block 'bit_coin.nlib:bit_coin.design'. (LNK-032) (MSG-3032)",""
"LNK-040","Info","NAME
       LNK-040 (information) User %sunits loaded from library '%s'

DESCRIPTION
       This message appears when you have not explicitly set your design units
       (time, capacitance, etc.) with the set_user_units command.   The  units
       used  in your shell session will be taken from the default units in the
       given library.

WHAT NEXT
       You can use report_user_units to see what  units  have  been  selected.
       You can use the set_user_units to force different units of your choice.

SEE ALSO
       set_user_units(2)
       report_user_units(2)","","Information: User units loaded from library 'saed32hvt_dlvl_tt0p_v' (LNK-040) (MSG-3032)",""
"MSG-3106","Info","","","Information: set_msg: changed msg 'ATTR-11' to level OFF (MSG-3106) (MSG-3032)",""
"MSG-3913","Info","NAME
       MSG-3913  (info) %d out of %d %s messages were not printed due to limit
       %d %s

DESCRIPTION
       This message prints the summary of the suppressed messages at  the  end
       of every source or mega command. This message will also be printed when
       we change the limit of a message which was suppressed.

       The file information will be  printed  if  this  message  is  triggered
       before  the  end  of  the  source  file. The message will be printed as
       below:

       3 out of 5 NDMUI-669 messages were not printed due to  limit  2  (after
       'set_message_info'  at  test.tcl:21) (MSG-3913) 2 out of 4 ATR-012 mes-
       sages were not printed due to  limit  2  (after  'set_message_info'  at
       test.tcl:22) (MSG-3913)

       And  if  this  message  is triggered after the completion of the source
       file. It will be printed as below:

       1 out of 3 ATR-012 messages were not printed due to limit 2  (MSG-3913)
       1  out  of  3  NDMUI-669  messages  were  not  printed  due  to limit 2
       (MSG-3913)

WHAT NEXT","","Information: 123152 out of 123162 POW-046 messages were not printed due to limit 10 (after 'source' at init_design.tcl:775) (MSG-3913) (MSG-3032)",""
"MSG-3987","Info","","","Information: report_msg: adding -printed to avoid unintentional output overload. Use 'get_msg *' to list all messages.  (MSG-3987) (MSG-3032)",""
"MV-012","Warning","NAME
       MV-012  (warning)  %s '%s' (supply net '%s' [%s]) cannot drive load pin
       '%s' (supply net '%s' [%s]) due to voltage difference.

DESCRIPTION
       This message occurs when the voltage difference of  driver  supply  net
       and load supply net is larger than the voltage threshold. This can hap-
       pen when the driver supply net and the load supply net  have  different
       voltage  values in power state table or the port states definitions are
       incomplete.

WHAT NEXT
       o Check the voltage values of the two supply nets.

       o Also, consider to change the voltage threshold if the voltage differ-
       ence is within acceptable tolerance.

       o  Check analyze_mv_design -level_shifter to report issues that prevent
       Level Shifter insertion.

       o Check analyze_mv_feasibility to know why Enabled Level Shifter  cells
       cannot be use for insertion.

       o Please check Level Shifter supply availability in Power Domains where
       cell is expected to be inserted.

       o Check if there is a dont_touch present on the net requiring  a  Level
       Shifter.

       o  To  debug Enabled Level Shifter issues, check report_mv_path for any
       Isolation or Level Shifter strategy that may apply on the path.

SEE ALSO
       analyze_mv_design(2)
       analyze_mv_feasibility(2)
       report_mv_cells(2)
       report_mv_lib_cells(2)
       report_mv_path(2)
       report_net(2)
       report_pst(2)
       report_supply_nets(2)
       set_level_shifter(2)","","Warning: Driver pin 'secure_data_in[12]' (supply net 'VDDH' [0.85V]) cannot drive load pin 'piso_secure_0/C66/DATA1[12]' (supply net 'piso_sw_out' [0.78V]) due to voltage difference. (MV-012) (MSG-3032)",""
"MV-013","Warning","NAME
       MV-013  (warning)  %s  '%s' [supply net '%s', power state '%s'] is less
       always-on than the load pin '%s' [supply net '%s', power state '%s'].

DESCRIPTION
       This message occurs when the supply net of the specified driver pin  or
       PG  net  is  less always-on than the related supply net of the load pin
       and an Isolation Cell is missing. An Isolation Cell is required to iso-
       late  the  signal  path  if  the driver of the net is less always-on or
       unrelated to the load pin.

WHAT NEXT
       o Check the power states of the supply nets with report_pst.

       o  Use report_mv_path to report any Isolation strategy that  may  apply
       on the path.

       o   Check  analyze_mv_feasibility  for Isolation Cell and Enabled Level
       Shifter cell mapping related issues.

       o Check report_mv_lib_cells for availability of  a  suitable  Isolation
       Cells.

       o  Run report_mv_path -net -isolation to check if there is any strategy
       applied but not implemented.  If there is no strategy  applied,  please
       add necessary Isolation strategy.

SEE ALSO
       report_net(2)
       report_pst(2)
       report_mv_path(2)
       analyze_mv_feasibility(2)
       report_mv_lib_cells(2)","","Warning: Driver pin 'bit_secure_11/piso_slice_first/dout_reg/Q' [supply net 'piso_sw_out', power state 'SSL_PISO_SECURE_OFF'] is less always-on than the load pin 'secure_data_out[22]' [supply net 'VDDH', power state 'SS_ON']. (MV-013) (MSG-3032)",""
"MV-021","Info","NAME
       MV-021 (information) Total %d %s cell(s) in the design.

DESCRIPTION
       This message is printed by commit_upf and associate_mv_cells, and shows
       the total number of different categories  of  power  management  cells,
       like  isolation  or level-shifters or repeater, that have been detected
       in the design.

WHAT NEXT
       This is an information-only message. No action is required.

SEE ALSO
       commit_upf(2)
       associate_mv_cells(2)","","Information: Total 0 power switch cell(s) in the design. (MV-021) (MSG-3032)",""
"MV-027","Warning","NAME
       MV-027 (warning) The tie-off connection '%s' has not been implemented.

DESCRIPTION
       This message occurs when 1'b1 or 1'b0 has not been implemented as a tie
       cell or PG net.  Constant  nets  that  are  floating  or  connected  to
       unmapped pins only are excluded.

WHAT NEXT
       Ensure  that related supply net of constant pins can be determined. Use
       connect_pg_net to connect tie-off pins in either  automatic  or  manual
       mode.

SEE ALSO
       report_net(2)
       connect_pg_net(2)","","Warning: The tie-off connection 'bit_secure_0/slice_19/*Logic0*' has not been implemented. (MV-027) (MSG-3032)",""
"MV-028","Info","NAME
       MV-028  (information)  Connecting   source  '%s'  to '%d' cells in '%s'
       mode.

DESCRIPTION
       An informational message from connect_power_switch, indicating how many
       connections  have  been made from the source of the power switch enable
       signal to the power switches.  It also indicates which style of connec-
       tion was used (HFN, daisy-chain, clustering or fishbone).

WHAT NEXT
       Optionally  check  that the expected number of power switch connections
       have been made by connect_power_switch.

SEE ALSO
       connect_power_switch(2)
       create_power_switch(2)
       create_power_switch_array(2)
       create_power_switch_ring(2)","","Information: Connecting  source  'sleep_signals[16]'  to '1' cells in 'daisy' mode. (MV-028) (MSG-3032)",""
"MV-051","Warning","NAME
       MV-051  (warning)  '%s'  is  already connected to net '%s'. It might be
       disconnected.

DESCRIPTION
       This message is printed when a port or pin specified for sleep  or  ack
       out is already connected to a net. In this case, the tool might discon-
       nect the original net and reconnect the port or the pin to the new net.

WHAT NEXT
       Typically this message occurs in relation to ack ports which  are  usu-
       ally  hierarchical.  When  connecting these ack ports/nets they can get
       disconnected or reused in some cases. Please check the  connections  of
       the specified port or pin in this case.

SEE ALSO
       connect_power_switch(2)","","Warning: 'power_ack_signals[19]' is already connected to net 'power_ack_signals[19]'. It might be disconnected. (MV-051) (MSG-3032)",""
"MV-079","Info","NAME
       MV-079  (information)  Message '%s' limit (%d) exceeded. Remainder will
       be suppressed. The  limit  can  be  changed  with  '-max_message_count'
       option.

DESCRIPTION
       This message indicates that the message limit has been exceeded and the
       remainder will be suppressed.

WHAT NEXT
       Run check_mv_design with different  value  for  the  -max_message_count
       option.

SEE ALSO
       check_mv_design(2)","","Information: Message 'MV-027' limit (20) exceeded. Remainder will be suppressed. The limit can be changed with '-max_message_count' option. (MV-079) (MSG-3032)",""
"MV-080","Info","NAME
       MV-080 (information) Total %d %s violations.

NAME
       MV-080 (warning) Total %d %s violations.

DESCRIPTION
       This  message,  printed by check_mv_design, gives the total number of a
       specific type of MV violation.  All violations may not  be  printed  in
       the report.  By default, only 20 of each type of violation are printed.
       This number can be controlled by the check_mv_design -max_message_count
       option.   To  see  details  of  every  violation,  use  check_mv_design
       -max_message_count all.

WHAT NEXT
       No further action is required.   Optionally,  increase  the  number  of
       printed  violations  to  see  more  details  by  using  check_mv_design
       -max_message_count.

SEE ALSO
       check_mv_design(2)","","Information: Total 512 MV-027 violations. (MV-080) (MSG-3032)",""
"MV-082","Info","NAME
       MV-082   (information)   Total  %d  error(s)  and  %d  warning(s)  from
       check_mv_design.

DESCRIPTION
       This summary message shows the total number of error(s) and  warning(s)
       reported  by  check_mv_design.   Details for some of these messages may
       have been suppressed.  Use check_mv_design -max_message_count to  spec-
       ify the count of detailed outputs per message tag.  Use check_mv_design
       -max_message_count all to report all details.

WHAT NEXT
       Check the details of the reported  violations  in  the  check_mv_design
       report.

SEE ALSO
       check_mv_design(2)","","Information: Total 0 error(s) and 95308 warning(s) from check_mv_design. (MV-082) (MSG-3032)",""
"MV-103","Warning","NAME
       MV-103  (warning)  The  sequential  element '%s' belonging to retention
       strategy '%s' in power domain '%s' is not mapped to a retention library
       cell.

DESCRIPTION
       This  warning  message  indicates  that  the  sequential element is not
       mapped to retention library cells despite being  part  of  a  retention
       strategy.  This results in verification/simulation failure.

       Sequential element can be a mapped/unmapped register, ETM or hard-macro
       with sequential timing arcs.

WHAT NEXT
       Check the retention strategy commands for the correctness  and/or  make
       sure  the  library  has required retention cells and run the command to
       map the netlist.  If the reported sequential element is an ETM or hard-
       macro  and  you didn't intend replace it with retention equivalent, you
       can ignore this message for such elements.

SEE ALSO
       set_retention(2)
       set_retention_control(2)
       map_retention_cell(2)
       check_mv_design(2)","","Warning: The sequential element 'piso_secure_1/temp_reg[14]' belonging to retention strategy 'RET_PISO_SECURE' in power domain 'PD_PISO_SECURE' is not mapped to a retention library cell. (MV-103) (MSG-3032)",""
"MV-231","Info","NAME
       MV-231  (information)  The power domain %s is associated to the voltage
       area %s by enable_missing_voltage_area.

DESCRIPTION
       This message indicates that when the  app  option  ""mv.upf.enable_miss-
       ing_voltage_area"" is true, the tool automatically assigns DEFAULT_VA to
       power domains which do not yet have associated voltage area.

WHAT NEXT
       This is just an information message.

SEE ALSO
       mv.upf.enable_missing_voltage_area(3)
       create_voltage_area(2)
       set_voltage_area(2)","","Information: The power domain PD_SIPO_SECURE is associated to the voltage area DEFAULT_VA by enable_missing_voltage_area. (MV-231) (MSG-3032)",""
"MV-341","Info","NAME
       MV-341  (information) Power and ground nets will be connected to mapped
       cells only. Unmapped instances and  switch  placeholder  cells  in  the
       design are skipped.

DESCRIPTION
       connect_pg_net makes power and ground connections to mapped cells only,
       and unmapped instances and switch placeholder cells in the design  will
       be skipped.

WHAT NEXT
       This message is informational. No action is required.

SEE ALSO
       connect_pg_net(2)","","Information: Power and ground nets will be connected to mapped cells only. Unmapped instances and switch placeholder cells in the design are skipped. (MV-341) (MSG-3032)",""
"MV-382","Info","NAME
       MV-382 (info) connections of %d power/ground pin(s) are %s.

DESCRIPTION
       This  message occurs when user executes the connect_pg_net command.  It
       shows the number of connections of pin(s) that are created or changed.

SEE ALSO
       connect_pg_net(2)","","Information: connections of 2054 power/ground pin(s) are created or changed. (MV-382) (MSG-3032)",""
"MV-396","Info","NAME
       MV-396 (information) Connecting to %s pins in automatic mode.

DESCRIPTION
       This message indicates whether automatic mode of connect_pg_net command
       will make connections to PG, tie-off or both pin types.

WHAT NEXT
       This message is informational. No action is required.

SEE ALSO
       connect_pg_net(2) mv.pg.connect_pg_net_auto_mode_include_tie(n)","","Information: Connecting to PG pins in automatic mode. (MV-396) (MSG-3032)",""
"NDM-102","Warning","NAME
       NDM-102  (warning)  Technology  '%s'  used  for  frame-view creation in
       library '%s', is inconsistent  with  the  current  technology  '%s'  of
       library  '%s'.  Please  run derive_design_level_via_regions to generate
       up-do-date via region in the design library.

DESCRIPTION
       The technology of the reference library is inconsistent with technology
       of  the  design library. Need to run derive_design_level_via_regions to
       generate up-do-date via region in the design library.

WHAT NEXT
       Update the library with consistent technology and  try  again.  Or  run
       derive_design_level_via_regions  to  generate  up-do-date via region in
       the design library.

SEE ALSO
       create_lib(2)
       open_lib(2)
       read_tech_file(2)
       derive_design_level_via_regions(2)","","Warning: Technology 'saed32nm_1p9m_mw.tf' used for frame-view creation in library 'sram2rw16x4_tt1p_v125c', is inconsistent with the current technology 'saed32nm_1p9m_mw.tf' of library 'bit_coin.nlib'. Please run derive_design_level_via_regions to generate up-do-date via region in the design library. (NDM-102) (MSG-3032)",""
"NDMUI-154","Info","NAME
       NDMUI-154 (information) Merging abutted and overlapping shapes in volt-
       age_area '%s'.

DESCRIPTION
       The ""-merge_regions"" option will merge the existing abutted  and  over-
       lapping  shapes  in  the  voltage_area  into  a minimum set of disjoint
       shapes.

WHAT NEXT
       create_voltage_area create_voltage_area_shape","","Information: Merging abutted and overlapping shapes in voltage_area 'PD_SIPO_SECURE'. (NDMUI-154) (MSG-3032)",""
"NDMUI-173","Info","NAME
       NDMUI-173 (info) There are no relative placement groups in the design.

DESCRIPTION
       This  info  message occurs when relative placement command detects that
       there are no any relative placement groups in the design.

SEE ALSO
       get_rp_groups(2)","","Information: There are no relative placement groups in the design. (NDMUI-173) (MSG-3032)",""
"NEX-011","Info","NAME
       NEX-011 (info) %s

DESCRIPTION
       This message tell extraction progress, the specified step begin to run.

WHAT NEXT
       n/a","","Information: Design Average RC for design bit_coin  (NEX-011) (MSG-3032)",""
"NEX-017","Info","NAME
       NEX-017 (info) r = %f ohm/um, via_r = %f ohm/cut, c = %f ff/um, cc = %f
       ff/um (%s %s)

DESCRIPTION
       This is a information message of average rc value per um. Each  routing
       direction may have seperate average rc value.

       The  average  rc value is based on parasitic tech libraries and current
       whole design congestion average rate.

       The purpose of average rc is to check rc value roughly.

WHAT NEXT
       n/a","","Information: r = 1.656720 ohm/um, via_r = 0.569661 ohm/cut, c = 0.087476 ff/um, cc = 0.000000 ff/um (Y dir) (NEX-017) (MSG-3032)",""
"NEX-022","Info","NAME
       NEX-022 (information) The RC mode used is %s.

DESCRIPTION
       This message advises you of the RC model that the tool will use to com-
       pute
        RC value.

       The valid RC modes and their descriptions  are  shown  below,  starting
       with  the highest priority and ending with the lowest priority based on
       design route status.

     o  DR(detail routed), if 60% of all nets are detail routed

     o  GR(global routed), if 60% of all nets are global or detail routed

     o  CTO(clock routed), if 1 or more nets are global or detail routed

     o  VR(virtual routed), can be done with/without routed net  depending  on
       timer's control

     o   RDE(route  driven  estimation),  can  be done with/without routed net
       depending on timer's control. Estimation is  done  thru  captured  data
       learned from routing.","","Information: The RC mode used is VR for design 'bit_coin'. (NEX-022) (MSG-3032)",""
"PDC-003","Warning","NAME
       PDC-003 (Warning) Routing direction of metal layer %s is neither ""hori-
       zontal"" nor ""vertical"".  PDC checks  will  not  be  performed  on  this
       layer.

DESCRIPTION
       This  warning  message indicates that no routing direction has been set
       on the metal layer.  This may result in DRC violations due  to  illegal
       placement.

WHAT NEXT
       set_attribute  [get_layer <layer>] routing_direction <horizontal/verti-
       cal>","","Warning: Routing direction of metal layer MRDL is neither ""horizontal"" nor ""vertical"".  PDC checks will not be performed on this layer. (PDC-003) (MSG-3032)",""
"PGR-093","Warning","NAME
       PGR-093  (warning)  Recommend to turn on the advanced legalizer if cell
       spacing is expected to be checked.

DESCRIPTION
       The cell spacing rule defined by set_placement_spacing_rules is  mainly
       supported by the advanced legalizer.  If the cell spacing rule has been
       set, we  recommend  to  turn  on  the  advanced  legalizer  by  setting
       place.legalize.enable_advanced_legalizer  be true to make sure the cor-
       rect behavior of power switch array creation.

WHAT NEXT
       Please check if the setting is intended.","","Warning: Recommend to turn on the advanced legalizer if cell spacing is expected to be checked. (PGR-093) (MSG-3032)",""
"POW-005","Info","NAME
       POW-005  (information) Activity for scenario %s was cached, no propaga-
       tion required.

DESCRIPTION
       Switching activity for  a  scenario  was  already  calculated  earlier.
       Therefore switching activity information will not be re-calculated.

WHAT NEXT
       No action is required.","","Information: Activity for scenario FUNC_0.85V_SETUP was cached, no propagation required. (POW-005) (MSG-3032)",""
"POW-009","Warning","NAME
       POW-009 (warning) Power analysis is disabled %s as leakage/swcap/inter-
       nal   mode   power   app   options   can   be    off    and/or    leak-
       age_power/dynamic_power scenario flags are set to false.

DESCRIPTION
       This  message  occurs  when  the  scenario power flags are false and/or
       leakage/swcap/internal app options are 'off'.

WHAT NEXT
       Set the required power analysis app option to 'on' and enable the  sce-
       nario power flags.

SEE ALSO
       report_power(2)
       report_scenarios(2)
       power.leakage_mode(3)
       power.swcap_mode(3)
       power.internal_mode(3)","","Warning: Power analysis is disabled for scenario 'FUNC_0.85V_HOLD' as leakage/swcap/internal mode power app options can be off and/or leakage_power/dynamic_power scenario flags are set to false. (POW-009) (MSG-3032)",""
"POW-024","Info","NAME
       POW-024 (information) Doing activity propagation for mode '%s' and cor-
       ner '%s' with effort level '%s'.

DESCRIPTION
       Specifies that activity propagation is being done for a given mode  and
       corner.

WHAT NEXT
       Activity propagation should proceed for a valid combination of mode and
       corner.","","Information: Doing activity propagation for mode 'FUNC_085' and corner 'FUNC_0.85V_SETUP' with effort level 'medium'. (POW-024) (MSG-3032)",""
